NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
KEGG_APOPTOSIS	KEGG_APOPTOSIS		87	0.65068054	1.8185053	0.0	0.0020963189	0.024	7725	tags=49%, list=14%, signal=58%	
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION		115	0.6285854	1.8120121	0.0	0.0022586456	0.027	4495	tags=37%, list=8%, signal=40%	
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	KEGG_REGULATION_OF_ACTIN_CYTOSKELETON		212	0.5803182	1.8098766	0.0	0.0022728825	0.028	5718	tags=35%, list=11%, signal=39%	
KEGG_WNT_SIGNALING_PATHWAY	KEGG_WNT_SIGNALING_PATHWAY		150	0.6067505	1.8038725	0.0	0.0024218964	0.031	6610	tags=37%, list=12%, signal=42%	
KEGG_TGF_BETA_SIGNALING_PATHWAY	KEGG_TGF_BETA_SIGNALING_PATHWAY		83	0.64392525	1.7953726	0.0025316456	0.0028629224	0.038	5354	tags=37%, list=10%, signal=41%	
KEGG_GRAFT_VERSUS_HOST_DISEASE	KEGG_GRAFT_VERSUS_HOST_DISEASE		37	0.74904066	1.7870098	0.0	0.0030800705	0.042	6570	tags=54%, list=12%, signal=62%	
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	KEGG_ASCORBATE_AND_ALDARATE_METABOLISM		25	0.79875314	1.7820128	0.0025	0.0031954425	0.045	7808	tags=48%, list=15%, signal=56%	
KEGG_ALLOGRAFT_REJECTION	KEGG_ALLOGRAFT_REJECTION		35	0.74805546	1.7776027	0.0025252525	0.0032521824	0.047	6570	tags=60%, list=12%, signal=68%	
KEGG_MAPK_SIGNALING_PATHWAY	KEGG_MAPK_SIGNALING_PATHWAY		261	0.56394196	1.7749038	0.0	0.003225953	0.048	5534	tags=34%, list=10%, signal=38%	
KEGG_O_GLYCAN_BIOSYNTHESIS	KEGG_O_GLYCAN_BIOSYNTHESIS		30	0.7664179	1.7624301	0.0025641026	0.0041060136	0.061	3131	tags=33%, list=6%, signal=35%	
KEGG_PEROXISOME	KEGG_PEROXISOME		78	0.63345563	1.7617978	0.0	0.0040007313	0.061	8548	tags=54%, list=16%, signal=64%	
KEGG_ACUTE_MYELOID_LEUKEMIA	KEGG_ACUTE_MYELOID_LEUKEMIA		55	0.67642117	1.7532434	0.0	0.0046992563	0.074	8135	tags=53%, list=15%, signal=62%	
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION		78	0.6357019	1.7520297	0.005235602	0.0046445075	0.075	6323	tags=38%, list=12%, signal=44%	
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450		69	0.656704	1.7508949	0.0	0.0045982096	0.075	3758	tags=26%, list=7%, signal=28%	
KEGG_TYROSINE_METABOLISM	KEGG_TYROSINE_METABOLISM		41	0.69493544	1.7492009	0.0	0.0045475047	0.076	3828	tags=32%, list=7%, signal=34%	
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY		132	0.5870585	1.7451669	0.0	0.004922128	0.085	8691	tags=44%, list=16%, signal=52%	
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY		102	0.6106138	1.7437465	0.0	0.004812747	0.085	8135	tags=41%, list=15%, signal=48%	
KEGG_DILATED_CARDIOMYOPATHY	KEGG_DILATED_CARDIOMYOPATHY		90	0.616332	1.7398325	0.0	0.0048622154	0.088	5826	tags=42%, list=11%, signal=47%	
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY		75	0.6366536	1.7381487	0.0	0.00487762	0.09	4915	tags=36%, list=9%, signal=40%	
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM		40	0.70530283	1.7361507	0.0027247956	0.004965347	0.093	5819	tags=35%, list=11%, signal=39%	
KEGG_TYPE_I_DIABETES_MELLITUS	KEGG_TYPE_I_DIABETES_MELLITUS		41	0.68811166	1.7103478	0.0024752475	0.007101055	0.135	2099	tags=34%, list=4%, signal=36%	
KEGG_BASAL_CELL_CARCINOMA	KEGG_BASAL_CELL_CARCINOMA		55	0.6604221	1.6995224	0.002570694	0.007966056	0.155	6132	tags=51%, list=11%, signal=57%	
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	KEGG_NEUROTROPHIN_SIGNALING_PATHWAY		120	0.5826255	1.6993455	0.0	0.0078098583	0.155	8583	tags=46%, list=16%, signal=54%	
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	KEGG_DRUG_METABOLISM_OTHER_ENZYMES		51	0.65771234	1.6954665	0.0026041667	0.008130706	0.164	4415	tags=25%, list=8%, signal=28%	
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION		114	0.586294	1.6917924	0.0	0.0082372725	0.168	4915	tags=32%, list=9%, signal=35%	
KEGG_GLUTATHIONE_METABOLISM	KEGG_GLUTATHIONE_METABOLISM		49	0.6586814	1.6889507	0.0026737968	0.008522127	0.178	6621	tags=37%, list=12%, signal=42%	
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY		66	0.6292273	1.6817126	0.0026385225	0.009322659	0.195	4038	tags=30%, list=8%, signal=33%	
KEGG_PRION_DISEASES	KEGG_PRION_DISEASES		35	0.69790936	1.6796587	0.0023640662	0.009198725	0.196	4915	tags=40%, list=9%, signal=44%	
KEGG_INSULIN_SIGNALING_PATHWAY	KEGG_INSULIN_SIGNALING_PATHWAY		133	0.5719255	1.6753427	0.0027247956	0.009317511	0.203	6633	tags=35%, list=12%, signal=39%	
KEGG_CITRATE_CYCLE_TCA_CYCLE	KEGG_CITRATE_CYCLE_TCA_CYCLE		31	0.7003325	1.671608	0.002570694	0.009528495	0.212	11607	tags=65%, list=22%, signal=82%	
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION		81	0.6066419	1.6660588	0.0	0.010086005	0.224	5377	tags=28%, list=10%, signal=32%	
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY		108	0.58417434	1.6658715	0.0024630541	0.009917905	0.224	8207	tags=45%, list=15%, signal=53%	
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	KEGG_GLYCOLYSIS_GLUCONEOGENESIS		61	0.6321385	1.6553423	0.005076142	0.011034708	0.245	7382	tags=36%, list=14%, signal=42%	
KEGG_SPHINGOLIPID_METABOLISM	KEGG_SPHINGOLIPID_METABOLISM		38	0.6873099	1.6549925	0.0	0.01089353	0.246	8967	tags=55%, list=17%, signal=66%	
KEGG_RENIN_ANGIOTENSIN_SYSTEM	KEGG_RENIN_ANGIOTENSIN_SYSTEM		17	0.8205854	1.6495035	0.015957447	0.011477322	0.262	7198	tags=76%, list=13%, signal=88%	
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC		74	0.60932547	1.6487675	0.0	0.011606831	0.268	5826	tags=43%, list=11%, signal=48%	
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS		16	0.8139583	1.6466608	0.00486618	0.01168191	0.273	8138	tags=63%, list=15%, signal=74%	
KEGG_COLORECTAL_CANCER	KEGG_COLORECTAL_CANCER		62	0.6370414	1.643886	0.0	0.011616981	0.275	7751	tags=45%, list=14%, signal=53%	
KEGG_PURINE_METABOLISM	KEGG_PURINE_METABOLISM		156	0.54287666	1.6365464	0.0	0.012387248	0.295	5445	tags=25%, list=10%, signal=28%	
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS		53	0.6341057	1.6283598	0.008310249	0.013552932	0.324	8527	tags=45%, list=16%, signal=54%	
KEGG_PROSTATE_CANCER	KEGG_PROSTATE_CANCER		89	0.57539403	1.6127826	0.005154639	0.015765028	0.364	4915	tags=26%, list=9%, signal=28%	
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	KEGG_GLYCOSAMINOGLYCAN_DEGRADATION		21	0.7427381	1.6030644	0.012594459	0.016623586	0.383	7870	tags=57%, list=15%, signal=67%	
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION		68	0.597514	1.5980896	0.0	0.01706599	0.396	7235	tags=44%, list=13%, signal=51%	
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION		44	0.6523609	1.59235	0.018181818	0.018227657	0.425	3420	tags=25%, list=6%, signal=27%	
KEGG_ABC_TRANSPORTERS	KEGG_ABC_TRANSPORTERS		44	0.63585263	1.5887299	0.017994858	0.018665507	0.437	6360	tags=39%, list=12%, signal=44%	
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM		83	0.57339954	1.5884603	0.0052083335	0.018515239	0.439	5847	tags=43%, list=11%, signal=49%	
KEGG_STEROID_HORMONE_BIOSYNTHESIS	KEGG_STEROID_HORMONE_BIOSYNTHESIS		55	0.61462206	1.5686059	0.011961723	0.022364523	0.51	6371	tags=33%, list=12%, signal=37%	
KEGG_LONG_TERM_POTENTIATION	KEGG_LONG_TERM_POTENTIATION		66	0.5805835	1.5640066	0.005509642	0.0232254	0.527	8582	tags=47%, list=16%, signal=56%	
KEGG_SMALL_CELL_LUNG_CANCER	KEGG_SMALL_CELL_LUNG_CANCER		84	0.564652	1.5598791	0.008152174	0.023894588	0.538	7724	tags=45%, list=14%, signal=53%	
KEGG_TRYPTOPHAN_METABOLISM	KEGG_TRYPTOPHAN_METABOLISM		39	0.6384705	1.550832	0.009803922	0.026269872	0.58	7971	tags=62%, list=15%, signal=72%	
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION		56	0.60209197	1.5458697	0.0051020407	0.027350139	0.604	5856	tags=32%, list=11%, signal=36%	
KEGG_CHRONIC_MYELOID_LEUKEMIA	KEGG_CHRONIC_MYELOID_LEUKEMIA		73	0.56884265	1.5427319	0.010695187	0.028043704	0.622	8135	tags=42%, list=15%, signal=50%	
KEGG_OOCYTE_MEIOSIS	KEGG_OOCYTE_MEIOSIS		108	0.5268235	1.5262917	0.010526316	0.03225724	0.674	5100	tags=19%, list=10%, signal=20%	
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS		15	0.7611561	1.5224562	0.030303031	0.033156864	0.69	8852	tags=60%, list=16%, signal=72%	
KEGG_ERBB_SIGNALING_PATHWAY	KEGG_ERBB_SIGNALING_PATHWAY		85	0.5376342	1.5165114	0.002631579	0.034323666	0.705	8135	tags=42%, list=15%, signal=50%	
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS		28	0.66710913	1.5130863	0.037406486	0.03475556	0.713	5356	tags=36%, list=10%, signal=40%	
KEGG_OTHER_GLYCAN_DEGRADATION	KEGG_OTHER_GLYCAN_DEGRADATION		15	0.7598722	1.5112153	0.034912717	0.034846935	0.718	6020	tags=47%, list=11%, signal=53%	
KEGG_RIBOFLAVIN_METABOLISM	KEGG_RIBOFLAVIN_METABOLISM		15	0.7472111	1.5060148	0.035443038	0.036238648	0.732	2752	tags=27%, list=5%, signal=28%	
KEGG_OLFACTORY_TRANSDUCTION	KEGG_OLFACTORY_TRANSDUCTION		384	0.45940453	1.5058534	0.0	0.03584834	0.733	4491	tags=4%, list=8%, signal=5%	
KEGG_GLIOMA	KEGG_GLIOMA		65	0.56303984	1.5049185	0.007978723	0.03586001	0.736	8583	tags=45%, list=16%, signal=53%	
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE		22	0.6751285	1.5041916	0.048101265	0.035652075	0.739	7876	tags=50%, list=15%, signal=59%	
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM		42	0.6071836	1.5003002	0.0345679	0.036242317	0.748	6497	tags=45%, list=12%, signal=51%	
KEGG_PANCREATIC_CANCER	KEGG_PANCREATIC_CANCER		70	0.5507897	1.4946679	0.022222223	0.037564736	0.763	4038	tags=26%, list=8%, signal=28%	
KEGG_BLADDER_CANCER	KEGG_BLADDER_CANCER		41	0.5980629	1.49029	0.017632242	0.038606636	0.78	5206	tags=39%, list=10%, signal=43%	
KEGG_ENDOCYTOSIS	KEGG_ENDOCYTOSIS		181	0.48592627	1.4839925	0.002617801	0.04035749	0.802	6608	tags=34%, list=12%, signal=39%	
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS		94	0.5263339	1.4828053	0.0025974025	0.04036482	0.806	5395	tags=34%, list=10%, signal=38%	
KEGG_ALZHEIMERS_DISEASE	KEGG_ALZHEIMERS_DISEASE		165	0.48963547	1.4804735	0.005830904	0.04070137	0.812	8921	tags=38%, list=17%, signal=45%	
KEGG_STEROID_BIOSYNTHESIS	KEGG_STEROID_BIOSYNTHESIS		17	0.7222382	1.4777622	0.049222797	0.041197553	0.822	6445	tags=41%, list=12%, signal=47%	
KEGG_GLYCEROLIPID_METABOLISM	KEGG_GLYCEROLIPID_METABOLISM		49	0.5714776	1.4538798	0.017857144	0.049914394	0.881	5520	tags=31%, list=10%, signal=34%	
KEGG_JAK_STAT_SIGNALING_PATHWAY	KEGG_JAK_STAT_SIGNALING_PATHWAY		155	0.48180434	1.4538488	0.008571428	0.049405064	0.881	5868	tags=26%, list=11%, signal=30%	
KEGG_ETHER_LIPID_METABOLISM	KEGG_ETHER_LIPID_METABOLISM		33	0.60441005	1.4512205	0.04155844	0.049840685	0.886	4908	tags=36%, list=9%, signal=40%	
KEGG_ENDOMETRIAL_CANCER	KEGG_ENDOMETRIAL_CANCER		52	0.5692329	1.4414241	0.026595745	0.05348749	0.905	5097	tags=29%, list=9%, signal=32%	
KEGG_RENAL_CELL_CARCINOMA	KEGG_RENAL_CELL_CARCINOMA		70	0.5262718	1.4381363	0.030726258	0.05420029	0.912	8135	tags=44%, list=15%, signal=52%	
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION		42	0.569939	1.4130028	0.06313131	0.0653599	0.948	4915	tags=31%, list=9%, signal=34%	
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM		24	0.6375737	1.4047654	0.06443914	0.06903318	0.958	4289	tags=25%, list=8%, signal=27%	
KEGG_TIGHT_JUNCTION	KEGG_TIGHT_JUNCTION		130	0.48110622	1.4044532	0.021917809	0.0684865	0.958	4959	tags=26%, list=9%, signal=29%	
KEGG_GNRH_SIGNALING_PATHWAY	KEGG_GNRH_SIGNALING_PATHWAY		101	0.49019763	1.4031173	0.022922637	0.06839534	0.961	4915	tags=27%, list=9%, signal=29%	
KEGG_ARACHIDONIC_ACID_METABOLISM	KEGG_ARACHIDONIC_ACID_METABOLISM		58	0.5455036	1.3980843	0.049261082	0.07026975	0.965	4908	tags=36%, list=9%, signal=40%	
KEGG_ARGININE_AND_PROLINE_METABOLISM	KEGG_ARGININE_AND_PROLINE_METABOLISM		54	0.53943944	1.3957206	0.038356163	0.07074454	0.967	8179	tags=41%, list=15%, signal=48%	
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS		22	0.6373736	1.3915771	0.07788945	0.07208782	0.97	5969	tags=41%, list=11%, signal=46%	
KEGG_NITROGEN_METABOLISM	KEGG_NITROGEN_METABOLISM		23	0.63676846	1.3908615	0.071428575	0.07167617	0.97	3237	tags=22%, list=6%, signal=23%	
KEGG_VEGF_SIGNALING_PATHWAY	KEGG_VEGF_SIGNALING_PATHWAY		76	0.50772387	1.3815734	0.04859335	0.07625248	0.98	4915	tags=30%, list=9%, signal=33%	
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES		15	0.68912274	1.3778012	0.122715406	0.07740635	0.983	6777	tags=60%, list=13%, signal=69%	
KEGG_TASTE_TRANSDUCTION	KEGG_TASTE_TRANSDUCTION		51	0.54148465	1.3709632	0.03	0.080394275	0.986	4129	tags=24%, list=8%, signal=25%	
KEGG_BUTANOATE_METABOLISM	KEGG_BUTANOATE_METABOLISM		34	0.5789021	1.3666865	0.07197943	0.0821221	0.986	8671	tags=56%, list=16%, signal=67%	
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY		79	0.49723276	1.3606718	0.04901961	0.08443354	0.988	4915	tags=32%, list=9%, signal=35%	
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM		31	0.5780764	1.3360552	0.0971867	0.09901275	0.996	8574	tags=45%, list=16%, signal=54%	
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM		32	0.55290455	1.3350712	0.092009686	0.09874433	0.996	7382	tags=41%, list=14%, signal=47%	
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY		62	0.4987231	1.3212485	0.071428575	0.10691314	0.997	4915	tags=26%, list=9%, signal=28%	
KEGG_PHENYLALANINE_METABOLISM	KEGG_PHENYLALANINE_METABOLISM		17	0.6357326	1.3212357	0.12755102	0.10602517	0.997	3828	tags=35%, list=7%, signal=38%	
KEGG_GALACTOSE_METABOLISM	KEGG_GALACTOSE_METABOLISM		25	0.5965044	1.3165903	0.12293144	0.10831031	0.997	7940	tags=52%, list=15%, signal=61%	
KEGG_LONG_TERM_DEPRESSION	KEGG_LONG_TERM_DEPRESSION		70	0.48061317	1.3041257	0.06142506	0.115810014	0.998	7751	tags=40%, list=14%, signal=47%	
KEGG_PROPANOATE_METABOLISM	KEGG_PROPANOATE_METABOLISM		32	0.55756265	1.2942886	0.13989638	0.12252554	0.998	7808	tags=47%, list=15%, signal=55%	
KEGG_NON_SMALL_CELL_LUNG_CANCER	KEGG_NON_SMALL_CELL_LUNG_CANCER		54	0.5029256	1.2867801	0.09620253	0.12762989	0.998	4915	tags=30%, list=9%, signal=33%	
KEGG_PYRUVATE_METABOLISM	KEGG_PYRUVATE_METABOLISM		40	0.5181774	1.2853467	0.10723192	0.12776208	0.998	11088	tags=50%, list=21%, signal=63%	
KEGG_OXIDATIVE_PHOSPHORYLATION	KEGG_OXIDATIVE_PHOSPHORYLATION		131	0.43642703	1.283378	0.031746034	0.1280553	0.998	8921	tags=34%, list=17%, signal=41%	
KEGG_PARKINSONS_DISEASE	KEGG_PARKINSONS_DISEASE		127	0.43475786	1.2820779	0.042735044	0.12817903	0.998	8921	tags=36%, list=17%, signal=43%	
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS	KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS		16	0.63086945	1.2777256	0.17994858	0.13095096	0.998	8618	tags=56%, list=16%, signal=67%	
KEGG_NOTCH_SIGNALING_PATHWAY	KEGG_NOTCH_SIGNALING_PATHWAY		47	0.5124115	1.2745806	0.10895884	0.13287799	0.998	8153	tags=38%, list=15%, signal=45%	
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY		69	0.46930516	1.2469896	0.09917355	0.15630001	0.999	8292	tags=29%, list=15%, signal=34%	
KEGG_VIBRIO_CHOLERAE_INFECTION	KEGG_VIBRIO_CHOLERAE_INFECTION		54	0.47773486	1.2281827	0.1493671	0.17278633	0.999	7235	tags=37%, list=13%, signal=43%	
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE		26	0.5306269	1.2054517	0.21319798	0.19563246	1.0	5226	tags=31%, list=10%, signal=34%	
KEGG_ADHERENS_JUNCTION	KEGG_ADHERENS_JUNCTION		73	0.43283084	1.1926984	0.14138818	0.20849334	1.0	5359	tags=32%, list=10%, signal=35%	
KEGG_DORSO_VENTRAL_AXIS_FORMATION	KEGG_DORSO_VENTRAL_AXIS_FORMATION		24	0.52881134	1.1795346	0.21827412	0.22262473	1.0	7751	tags=46%, list=14%, signal=54%	
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT		38	0.48819855	1.175148	0.22879177	0.22613463	1.0	7290	tags=42%, list=14%, signal=49%	
