NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_35	CLDN8	1763	1.2665976285934448	0.67490417	Yes	
row_36	CD2	1827	1.2351518869400024	0.6840438	Yes	
row_37	CD34	2056	1.119872808456421	0.689138	Yes	
row_38	CD276	2248	1.0371013879776	0.69423205	Yes	
row_39	ITGA9	2274	1.0299289226531982	0.7023675	Yes	
row_40	CLDN11	2727	0.8749301433563232	0.7012308	Yes	
row_41	NLGN2	2736	0.8730822205543518	0.70837384	Yes	
row_42	CLDN14	2746	0.8698880076408386	0.71547145	Yes	
row_43	NFASC	2880	0.8288006782531738	0.71990925	Yes	
row_44	MADCAM1	3047	0.7796311378479004	0.7233198	Yes	
row_45	ICAM2	3704	0.6563296318054199	0.7165461	Yes	
row_46	HLA-DQA2	3724	0.6521642208099365	0.7216384	Yes	
row_47	ITGA4	4219	0.5685691833496094	0.7171582	Yes	
row_48	ITGB1	4367	0.5444252490997314	0.71895915	Yes	
row_49	ITGAV	4701	0.5020810961723328	0.7169315	Yes	
row_50	CD40LG	4790	0.4925290048122406	0.71940136	Yes	
row_51	CD6	4824	0.4873236119747162	0.7228552	Yes	
row_52	HLA-B	4909	0.47638967633247375	0.7252649	Yes	
row_53	CLDN4	4929	0.47394177317619324	0.72886854	Yes	
row_54	PTPRM	4995	0.4672163128852844	0.73155665	Yes	
row_55	CLDN3	5632	0.3995750844478607	0.72301203	No	
row_56	ITGB8	5685	0.3962361216545105	0.7253501	No	
row_57	ITGB7	5718	0.39205092191696167	0.72802687	No	
row_58	HLA-C	5972	0.3676666021347046	0.72637117	No	
row_59	CD274	6148	0.35340771079063416	0.72605354	No	
row_60	HLA-A	6235	0.34670040011405945	0.72734267	No	
row_61	CD86	6252	0.34485819935798645	0.7299242	No	
row_62	CD8A	6323	0.3387453854084015	0.7314458	No	
row_63	CD28	6530	0.3225412964820862	0.73029125	No	
row_64	SDC4	6736	0.3075166344642639	0.72902983	No	
row_65	VCAN	7252	0.2770814299583435	0.72172266	No	
row_66	CD8B	8207	0.222252756357193	0.70575595	No	
row_67	ITGAM	8495	0.2044326215982437	0.7021016	No	
row_68	SIGLEC1	8815	0.18398982286453247	0.6976786	No	
row_69	CLDN10	8952	0.17712412774562836	0.69661725	No	
row_70	SELPLG	10216	0.16383640468120575	0.6743897	No	
row_71	HLA-DOB	10989	0.12447182834148407	0.66100645	No	
row_72	ALCAM	11409	0.10468773543834686	0.6540529	No	
row_73	CLDN7	11749	0.08998087048530579	0.6484711	No	
row_74	MAG	12037	0.07714251428842545	0.6437535	No	
row_75	CD99	12082	0.07469835132360458	0.64355546	No	
row_76	CDH15	12711	0.06168775632977486	0.63233805	No	
row_77	ICOS	13150	0.05103042349219322	0.62458134	No	
row_78	PTPRC	13309	0.04528851807117462	0.6220078	No	
row_79	ICAM1	13721	0.02651156112551689	0.6145507	No	
row_80	NECTIN3	14360	0.0016924692317843437	0.6026454	No	
row_81	ITGAL	14407	0.0	0.601786	No	
row_82	CD22	14417	0.0	0.6016179	No	
row_83	CNTN1	14421	0.0	0.60156184	No	
row_84	CLDN18	14447	0.0	0.6010948	No	
row_85	NCAM1	14914	0.0	0.59238875	No	
row_86	JAM2	14955	0.0	0.5916414	No	
row_87	CLDN17	14964	0.0	0.59149194	No	
row_88	CADM3	15015	0.0	0.5905578	No	
row_89	JAM3	15082	0.0	0.5893248	No	
row_90	NLGN1	15165	0.0	0.5877928	No	
row_91	CDH2	15185	0.0	0.58743787	No	
row_92	CLDN20	15204	0.0	0.5871016	No	
row_93	CLDN22	15377	0.0	0.5838882	No	
row_94	CNTN2	15589	0.0	0.57994616	No	
row_95	SPN	15865	0.0	0.5748085	No	
row_96	PDCD1LG2	15876	0.0	0.5746217	No	
row_97	L1CAM	15942	0.0	0.5734073	No	
row_98	HLA-G	16634	0.0	0.5604977	No	
row_99	CD58	32034	-0.008540882728993893	0.27287707	No	
row_100	CLDN9	32255	-0.01564614474773407	0.2688976	No	
row_101	HLA-E	32571	-0.02712811529636383	0.26323918	No	
row_102	NEO1	32626	-0.029605956748127937	0.2624776	No	
row_103	MPZ	32987	-0.041264332830905914	0.25609657	No	
row_104	ITGA6	33362	-0.05375733599066734	0.24955833	No	
row_105	MPZL1	34140	-0.0796935111284256	0.23570766	No	
row_106	CTLA4	34146	-0.07995042204856873	0.23628204	No	
row_107	SDC3	34626	-0.09335778653621674	0.22811289	No	
row_108	CLDN1	36701	-0.1609862744808197	0.19071001	No	
row_109	CD226	38498	-0.20672427117824554	0.15888289	No	
row_110	CDH1	38503	-0.20686359703540802	0.16053599	No	
row_111	NLGN3	38563	-0.21006061136722565	0.16118826	No	
row_112	GLG1	39324	-0.23506304621696472	0.14895292	No	
row_113	PTPRF	41511	-0.3268837034702301	0.110843256	No	
row_114	HLA-F	42679	-0.3750282824039459	0.0921732	No	
row_115	F11R	43605	-0.4207497835159302	0.0784062	No	
row_116	SDC1	43754	-0.4324761927127838	0.07925346	No	
row_117	OCLN	45033	-0.5035786032676697	0.05958336	No	
row_118	CD80	45841	-0.5497753024101257	0.049098585	No	
row_119	CLDN15	45887	-0.5537631511688232	0.05288319	No	
row_120	CLDN2	46087	-0.5715426206588745	0.053939193	No	
row_121	CLDN19	47240	-0.6597740054130554	0.03792772	No	
row_122	CD40	47881	-0.7123961448669434	0.03192122	No	
row_123	CLDN6	47905	-0.7147798538208008	0.037461735	No	
row_124	NECTIN2	48221	-0.7436859607696533	0.037788395	No	
row_125	PVR	49042	-0.8264091610908508	0.02937134	No	
row_126	CDH4	49710	-0.9051473736763	0.024470368	No	
row_127	ICOSLG	50837	-1.0673675537109375	0.012349074	No	
row_128	CLDN16	52330	-1.4903161525726318	-0.0030773326	No	
row_129	CDH3	52496	-1.5718706846237183	0.0069691367	No	
row_130	CNTNAP2	52829	-1.7580232620239258	0.01545047	No	
