NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_38	SNRPG	42575	-0.07726775854825974	-0.6650329	No	
row_39	SNRPD1	42868	-0.08632971346378326	-0.6684906	No	
row_40	HNRNPA3	42910	-0.0875052884221077	-0.66723204	No	
row_41	SF3B4	43155	-0.09115193784236908	-0.66968143	No	
row_42	HNRNPK	43259	-0.09498949348926544	-0.66940796	No	
row_43	SF3A2	43695	-0.10641873627901077	-0.67507225	No	
row_44	LSM2	43794	-0.11015517264604568	-0.67435455	No	
row_45	CDC40	44255	-0.12295689433813095	-0.68010324	No	
row_46	SF3A1	44278	-0.12356192618608475	-0.6776556	No	
row_47	SRSF2	44744	-0.13903823494911194	-0.6831256	No	
row_48	SF3B6	44986	-0.14521165192127228	-0.6842683	Yes	
row_49	RBM22	45132	-0.14977964758872986	-0.68351185	Yes	
row_50	SRSF1	45137	-0.15023918449878693	-0.68011075	Yes	
row_51	ZMAT2	45326	-0.15773402154445648	-0.6799736	Yes	
row_52	DDX46	45675	-0.16938547790050507	-0.6825559	Yes	
row_53	SRSF3	45764	-0.1724783480167389	-0.6802095	Yes	
row_54	RBMX	45905	-0.17745253443717957	-0.67871946	Yes	
row_55	SNRPA	46428	-0.20021668076515198	-0.68383896	Yes	
row_56	DHX15	46597	-0.20683354139328003	-0.68219227	Yes	
row_57	HNRNPU	46608	-0.20714788138866425	-0.6775867	Yes	
row_58	BUD31	46615	-0.20762264728546143	-0.6728954	Yes	
row_59	SF3B5	46657	-0.20986340939998627	-0.6688061	Yes	
row_60	SRSF4	46766	-0.21482211351394653	-0.6658537	Yes	
row_61	HNRNPC	46900	-0.22050775587558746	-0.6632368	Yes	
row_62	DDX42	46982	-0.22383296489715576	-0.6595715	Yes	
row_63	MAGOH	47035	-0.22639144957065582	-0.6553054	Yes	
row_64	PRPF4	47045	-0.22684456408023834	-0.6502254	Yes	
row_65	SNRPA1	47063	-0.22759504616260529	-0.64527756	Yes	
row_66	PRPF38B	47123	-0.23010948300361633	-0.6410561	Yes	
row_67	AQR	47418	-0.23841218650341034	-0.64103264	Yes	
row_68	HNRNPM	47424	-0.23871639370918274	-0.6356033	Yes	
row_69	PHF5A	47608	-0.24793468415737152	-0.63328594	Yes	
row_70	SART1	47760	-0.2568483054637909	-0.63016456	Yes	
row_71	LSM8	47804	-0.25956085324287415	-0.62496287	Yes	
row_72	CWC15	47816	-0.26016804575920105	-0.6191493	Yes	
row_73	PRPF38A	47823	-0.2606796622276306	-0.6132305	Yes	
row_74	SNU13	48210	-0.27951139211654663	-0.6139749	Yes	
row_75	SF3A3	48507	-0.29729050397872925	-0.6126267	Yes	
row_76	PPIE	48737	-0.312093585729599	-0.6096843	Yes	
row_77	DDX23	48826	-0.3178168535232544	-0.6039755	Yes	
row_78	TRA2B	48846	-0.3185773193836212	-0.59696007	Yes	
row_79	LSM4	48957	-0.3233025372028351	-0.59153533	Yes	
row_80	PPIL1	49084	-0.33265119791030884	-0.58619326	Yes	
row_81	HSPA1B	49096	-0.33340156078338623	-0.5786854	Yes	
row_82	THOC3	49109	-0.33439409732818604	-0.5711733	Yes	
row_83	SNRPD2	49118	-0.3349435031414032	-0.56357384	Yes	
row_84	PUF60	49138	-0.3362102508544922	-0.5561505	Yes	
row_85	SF3B1	49170	-0.3385070264339447	-0.54889816	Yes	
row_86	CRNKL1	49175	-0.3387504518032074	-0.54113585	Yes	
row_87	NCBP1	49231	-0.34321773052215576	-0.5342229	Yes	
row_88	SNRPD3	49250	-0.3451255261898041	-0.5265746	Yes	
row_89	LSM7	49288	-0.3476274311542511	-0.5192234	Yes	
row_90	PLRG1	49375	-0.3548249304294586	-0.51262105	Yes	
row_91	XAB2	49457	-0.36033546924591064	-0.5057978	Yes	
row_92	U2AF2	49835	-0.3897666931152344	-0.5038233	Yes	
row_93	THOC1	49836	-0.38996076583862305	-0.49480146	Yes	
row_94	U2SURP	49909	-0.3947077691555023	-0.48701486	Yes	
row_95	ALYREF	50000	-0.40235641598701477	-0.47938758	Yes	
row_96	SF3B2	50079	-0.4094270169734955	-0.47137254	Yes	
row_97	PRPF31	50105	-0.41198402643203735	-0.46230826	Yes	
row_98	PQBP1	50185	-0.41886231303215027	-0.4540936	Yes	
row_99	SRSF7	50205	-0.4202005863189697	-0.44472715	Yes	
row_100	CHERP	50230	-0.423179566860199	-0.43538517	Yes	
row_101	SNRPE	50485	-0.44875961542129517	-0.42974803	Yes	
row_102	PRPF19	50680	-0.47039029002189636	-0.4224896	Yes	
row_103	CCDC12	50807	-0.48410364985466003	-0.41364363	Yes	
row_104	SNRPC	51177	-0.5287796258926392	-0.40830356	Yes	
row_105	SNRNP40	51293	-0.5446715354919434	-0.3978508	Yes	
row_106	DHX16	51331	-0.551413357257843	-0.38578495	Yes	
row_107	SNRPB2	51365	-0.5548400282859802	-0.37356514	Yes	
row_108	DHX38	51474	-0.5712619423866272	-0.36236644	Yes	
row_109	ACIN1	51486	-0.5729225873947144	-0.34931728	Yes	
row_110	PPIH	51598	-0.5879368782043457	-0.33778885	Yes	
row_111	SRSF6	51603	-0.5889672040939331	-0.32423773	Yes	
row_112	EIF4A3	51832	-0.6250881552696228	-0.3140355	Yes	
row_113	THOC2	52016	-0.6597465872764587	-0.3021908	Yes	
row_114	HSPA8	52399	-0.7530580163002014	-0.29190487	Yes	
row_115	HNRNPA1L2	52477	-0.7796605825424194	-0.27530575	Yes	
row_116	USP39	52587	-0.8176544308662415	-0.2584254	Yes	
row_117	PRPF6	52769	-0.8894656300544739	-0.24122874	Yes	
row_118	ISY1	52817	-0.9145315289497375	-0.22094892	Yes	
row_119	SNRPB	53028	-1.0188636779785156	-0.20130038	Yes	
row_120	NCBP2	53092	-1.061653971672058	-0.17791574	Yes	
row_121	EFTUD2	53102	-1.067041039466858	-0.15339771	Yes	
row_122	CTNNBL1	53277	-1.2131705284118652	-0.12858132	Yes	
row_123	SNRNP200	53304	-1.2476255893707275	-0.10020299	Yes	
row_124	DHX8	53462	-1.4776057004928589	-0.06895128	Yes	
row_125	SF3B3	53485	-1.5200443267822266	-0.03419578	Yes	
row_126	PRPF3	53518	-1.6153616905212402	0.0025780844	Yes	
