Pathway	#Overlap Gene	p-value	FDR	Rank
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	0	1.0	1.0	27
KEGG_BLADDER_CANCER	1	0.14200964902135554	1.0	28
KEGG_BUTANOATE_METABOLISM	1	0.11927023638727523	1.0	29
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	0	1.0	1.0	30
KEGG_CALCIUM_SIGNALING_PATHWAY	3	0.028896806131764596	1.0	31
KEGG_CARDIAC_MUSCLE_CONTRACTION	2	0.03449761567265892	1.0	32
KEGG_CELL_ADHESION_MOLECULES_CAMS	0	1.0	1.0	33
KEGG_CELL_CYCLE	0	1.0	1.0	34
KEGG_CHEMOKINE_SIGNALING_PATHWAY	0	1.0	1.0	35
KEGG_CHRONIC_MYELOID_LEUKEMIA	0	1.0	1.0	36
KEGG_CITRATE_CYCLE_TCA_CYCLE	0	1.0	1.0	37
KEGG_COLORECTAL_CANCER	0	1.0	1.0	38
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	0	1.0	1.0	39
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	0	1.0	1.0	40
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	1	0.6277824465433957	1.0	41
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	0	1.0	1.0	42
KEGG_DILATED_CARDIOMYOPATHY	2	0.04470075665150321	1.0	43
KEGG_DNA_REPLICATION	0	1.0	1.0	44
KEGG_DORSO_VENTRAL_AXIS_FORMATION	0	1.0	1.0	45
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	0	1.0	1.0	46
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	0	1.0	1.0	47
KEGG_ECM_RECEPTOR_INTERACTION	0	1.0	1.0	48
KEGG_ENDOCYTOSIS	0	1.0	1.0	49
KEGG_ENDOMETRIAL_CANCER	0	1.0	1.0	50
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	0	1.0	1.0	51
KEGG_ERBB_SIGNALING_PATHWAY	0	1.0	1.0	52
KEGG_ETHER_LIPID_METABOLISM	0	1.0	1.0	53
KEGG_FATTY_ACID_METABOLISM	0	1.0	1.0	54
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	0	1.0	1.0	55
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	0	1.0	1.0	56
KEGG_FOCAL_ADHESION	1	0.5232434899493694	1.0	57
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	0	1.0	1.0	58
KEGG_GALACTOSE_METABOLISM	0	1.0	1.0	59
KEGG_GAP_JUNCTION	0	1.0	1.0	60
KEGG_GLIOMA	0	1.0	1.0	61
KEGG_GLUTATHIONE_METABOLISM	0	1.0	1.0	62
KEGG_GLYCEROLIPID_METABOLISM	1	0.16728302279693283	1.0	63
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	1	0.24723614356416193	1.0	64
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	0	1.0	1.0	65
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	0	1.0	1.0	66
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	0	1.0	1.0	67
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	0	1.0	1.0	68
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	0	1.0	1.0	69
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	0	1.0	1.0	70
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	0	1.0	1.0	71
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	0	1.0	1.0	72
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	1	0.08915065339095504	1.0	73
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	0	1.0	1.0	74
KEGG_GNRH_SIGNALING_PATHWAY	1	0.3144365296559319	1.0	75
KEGG_GRAFT_VERSUS_HOST_DISEASE	0	1.0	1.0	76
KEGG_HEDGEHOG_SIGNALING_PATHWAY	0	1.0	1.0	77
KEGG_HEMATOPOIETIC_CELL_LINEAGE	0	1.0	1.0	78
KEGG_HISTIDINE_METABOLISM	0	1.0	1.0	79
KEGG_HUNTINGTONS_DISEASE	0	1.0	1.0	80
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	2	0.03862537260051397	1.0	81
KEGG_INOSITOL_PHOSPHATE_METABOLISM	0	1.0	1.0	82
KEGG_INSULIN_SIGNALING_PATHWAY	1	0.39181213445303925	1.0	83
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	0	1.0	1.0	84
KEGG_JAK_STAT_SIGNALING_PATHWAY	1	0.43990350010614987	1.0	85
KEGG_LEISHMANIA_INFECTION	0	1.0	1.0	86
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	0	1.0	1.0	87
KEGG_LINOLEIC_ACID_METABOLISM	0	1.0	1.0	88
KEGG_LONG_TERM_DEPRESSION	0	1.0	1.0	89
KEGG_LONG_TERM_POTENTIATION	0	1.0	1.0	90
KEGG_LYSINE_DEGRADATION	0	1.0	1.0	91
KEGG_LYSOSOME	0	1.0	1.0	92
KEGG_MAPK_SIGNALING_PATHWAY	3	0.07457884865961313	1.0	93
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	0	1.0	1.0	94
KEGG_MELANOGENESIS	0	1.0	1.0	95
KEGG_MELANOMA	1	0.23302943209048974	1.0	96
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	0	1.0	1.0	97
KEGG_MISMATCH_REPAIR	0	1.0	1.0	98
KEGG_MTOR_SIGNALING_PATHWAY	1	0.15474031806343078	1.0	99
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	0	1.0	1.0	100
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	1	0.6374336032065356	1.0	101
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	1	0.36148583520362737	1.0	102
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	0	1.0	1.0	103
KEGG_NITROGEN_METABOLISM	0	1.0	1.0	104
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	0	1.0	1.0	105
KEGG_NON_SMALL_CELL_LUNG_CANCER	0	1.0	1.0	106
KEGG_NOTCH_SIGNALING_PATHWAY	0	1.0	1.0	107
KEGG_NUCLEOTIDE_EXCISION_REPAIR	0	1.0	1.0	108
KEGG_N_GLYCAN_BIOSYNTHESIS	0	1.0	1.0	109
KEGG_OLFACTORY_TRANSDUCTION	1	0.7628619813458488	1.0	110
KEGG_ONE_CARBON_POOL_BY_FOLATE	0	1.0	1.0	111
KEGG_OOCYTE_MEIOSIS	0	1.0	1.0	112
KEGG_OTHER_GLYCAN_DEGRADATION	0	1.0	1.0	113
KEGG_OXIDATIVE_PHOSPHORYLATION	0	1.0	1.0	114
KEGG_O_GLYCAN_BIOSYNTHESIS	0	1.0	1.0	115
KEGG_P53_SIGNALING_PATHWAY	0	1.0	1.0	116
KEGG_PANCREATIC_CANCER	2	0.028282955063718102	1.0	117
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS	0	1.0	1.0	118
KEGG_PARKINSONS_DISEASE	0	1.0	1.0	119
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	0	1.0	1.0	120
KEGG_PATHWAYS_IN_CANCER	3	0.12213942473611886	1.0	121
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	0	1.0	1.0	122
KEGG_PENTOSE_PHOSPHATE_PATHWAY	0	1.0	1.0	123
KEGG_PEROXISOME	0	1.0	1.0	124
KEGG_PHENYLALANINE_METABOLISM	0	1.0	1.0	125
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	1	0.24723614356416193	1.0	126
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	0	1.0	1.0	127
KEGG_PPAR_SIGNALING_PATHWAY	0	1.0	1.0	128
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	0	1.0	1.0	129
KEGG_PRIMARY_IMMUNODEFICIENCY	0	1.0	1.0	130
KEGG_PRION_DISEASES	0	1.0	1.0	131
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	0	1.0	1.0	132
KEGG_PROPANOATE_METABOLISM	0	1.0	1.0	133
KEGG_PROSTATE_CANCER	0	1.0	1.0	134
KEGG_PROTEIN_EXPORT	0	1.0	1.0	135
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	0	1.0	1.0	136
KEGG_PURINE_METABOLISM	0	1.0	1.0	137
KEGG_PYRIMIDINE_METABOLISM	0	1.0	1.0	138
KEGG_PYRUVATE_METABOLISM	0	1.0	1.0	139
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	1	0.5476185762879454	1.0	140
KEGG_REGULATION_OF_AUTOPHAGY	0	1.0	1.0	141
KEGG_RENAL_CELL_CARCINOMA	1	0.23015623748529943	1.0	142
KEGG_RENIN_ANGIOTENSIN_SYSTEM	0	1.0	1.0	143
KEGG_RETINOL_METABOLISM	0	1.0	1.0	144
KEGG_RIBOFLAVIN_METABOLISM	0	1.0	1.0	145
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	0	1.0	1.0	146
KEGG_RNA_DEGRADATION	0	1.0	1.0	147
KEGG_RNA_POLYMERASE	0	1.0	1.0	148
KEGG_SELENOAMINO_ACID_METABOLISM	0	1.0	1.0	149
KEGG_SMALL_CELL_LUNG_CANCER	0	1.0	1.0	150
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	0	1.0	1.0	151
KEGG_SPHINGOLIPID_METABOLISM	0	1.0	1.0	152
KEGG_SPLICEOSOME	1	0.3779977109049456	1.0	153
KEGG_STARCH_AND_SUCROSE_METABOLISM	0	1.0	1.0	154
KEGG_STEROID_BIOSYNTHESIS	0	1.0	1.0	155
KEGG_STEROID_HORMONE_BIOSYNTHESIS	0	1.0	1.0	156
KEGG_SYSTEMIC_LUPUS_ERYTHEMATOSUS	0	1.0	1.0	157
KEGG_TASTE_TRANSDUCTION	0	1.0	1.0	158
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	0	1.0	1.0	159
KEGG_TGF_BETA_SIGNALING_PATHWAY	0	1.0	1.0	160
KEGG_THYROID_CANCER	0	1.0	1.0	161
KEGG_TIGHT_JUNCTION	0	1.0	1.0	162
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	0	1.0	1.0	163
KEGG_TRYPTOPHAN_METABOLISM	0	1.0	1.0	164
KEGG_TYPE_II_DIABETES_MELLITUS	1	0.16103499242236424	1.0	165
KEGG_TYPE_I_DIABETES_MELLITUS	1	0.14200964902135554	1.0	166
KEGG_TYROSINE_METABOLISM	0	1.0	1.0	167
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	0	1.0	1.0	168
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	0	1.0	1.0	169
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	0	1.0	1.0	170
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	1	0.3469861456620631	1.0	171
KEGG_VASOPRESSIN_REGULATED_WATER_REABSORPTION	0	1.0	1.0	172
KEGG_VEGF_SIGNALING_PATHWAY	1	0.24723614356416193	1.0	173
KEGG_VIBRIO_CHOLERAE_INFECTION	0	1.0	1.0	174
KEGG_VIRAL_MYOCARDITIS	0	1.0	1.0	175
KEGG_WNT_SIGNALING_PATHWAY	0	1.0	1.0	176
