Pathway	#Overlap Gene	p-value	FDR	Rank
KEGG_SPLICEOSOME	1	0.3779977109049456	0.7527784239795964	88
KEGG_AXON_GUIDANCE	1	0.38263686301802663	0.7527784239795964	89
KEGG_TIGHT_JUNCTION	1	0.3849435122622936	0.7527784239795964	90
KEGG_INSULIN_SIGNALING_PATHWAY	1	0.39181213445303925	0.7577905017992846	91
KEGG_OLFACTORY_TRANSDUCTION	2	0.4197211460629696	0.802944801163942	92
KEGG_ALZHEIMERS_DISEASE	1	0.4604935119741926	0.8714715925533106	93
KEGG_ADHERENS_JUNCTION	0	1.0	1.0	94
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	0	1.0	1.0	95
KEGG_ALLOGRAFT_REJECTION	0	1.0	1.0	96
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	0	1.0	1.0	97
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	0	1.0	1.0	98
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	0	1.0	1.0	99
KEGG_ARGININE_AND_PROLINE_METABOLISM	0	1.0	1.0	100
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	0	1.0	1.0	101
KEGG_ASTHMA	0	1.0	1.0	102
KEGG_AUTOIMMUNE_THYROID_DISEASE	0	1.0	1.0	103
KEGG_BASAL_TRANSCRIPTION_FACTORS	0	1.0	1.0	104
KEGG_BASE_EXCISION_REPAIR	0	1.0	1.0	105
KEGG_BETA_ALANINE_METABOLISM	0	1.0	1.0	106
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	0	1.0	1.0	107
KEGG_CARDIAC_MUSCLE_CONTRACTION	0	1.0	1.0	108
KEGG_CELL_CYCLE	0	1.0	1.0	109
KEGG_CHRONIC_MYELOID_LEUKEMIA	0	1.0	1.0	110
KEGG_CITRATE_CYCLE_TCA_CYCLE	0	1.0	1.0	111
KEGG_COLORECTAL_CANCER	0	1.0	1.0	112
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	0	1.0	1.0	113
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	0	1.0	1.0	114
KEGG_DNA_REPLICATION	0	1.0	1.0	115
KEGG_DORSO_VENTRAL_AXIS_FORMATION	0	1.0	1.0	116
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	0	1.0	1.0	117
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	0	1.0	1.0	118
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	0	1.0	1.0	119
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	0	1.0	1.0	120
KEGG_GALACTOSE_METABOLISM	0	1.0	1.0	121
KEGG_GLUTATHIONE_METABOLISM	0	1.0	1.0	122
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	0	1.0	1.0	123
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	0	1.0	1.0	124
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	0	1.0	1.0	125
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	0	1.0	1.0	126
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	0	1.0	1.0	127
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	0	1.0	1.0	128
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	0	1.0	1.0	129
KEGG_GRAFT_VERSUS_HOST_DISEASE	0	1.0	1.0	130
KEGG_HISTIDINE_METABOLISM	0	1.0	1.0	131
KEGG_HOMOLOGOUS_RECOMBINATION	0	1.0	1.0	132
KEGG_HUNTINGTONS_DISEASE	0	1.0	1.0	133
KEGG_INOSITOL_PHOSPHATE_METABOLISM	0	1.0	1.0	134
KEGG_LEISHMANIA_INFECTION	0	1.0	1.0	135
KEGG_LINOLEIC_ACID_METABOLISM	0	1.0	1.0	136
KEGG_LONG_TERM_DEPRESSION	0	1.0	1.0	137
KEGG_LYSINE_DEGRADATION	0	1.0	1.0	138
KEGG_LYSOSOME	0	1.0	1.0	139
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	0	1.0	1.0	140
KEGG_MISMATCH_REPAIR	0	1.0	1.0	141
KEGG_MTOR_SIGNALING_PATHWAY	0	1.0	1.0	142
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	0	1.0	1.0	143
KEGG_NOTCH_SIGNALING_PATHWAY	0	1.0	1.0	144
KEGG_NUCLEOTIDE_EXCISION_REPAIR	0	1.0	1.0	145
KEGG_N_GLYCAN_BIOSYNTHESIS	0	1.0	1.0	146
KEGG_ONE_CARBON_POOL_BY_FOLATE	0	1.0	1.0	147
KEGG_OTHER_GLYCAN_DEGRADATION	0	1.0	1.0	148
KEGG_OXIDATIVE_PHOSPHORYLATION	0	1.0	1.0	149
KEGG_P53_SIGNALING_PATHWAY	0	1.0	1.0	150
KEGG_PARKINSONS_DISEASE	0	1.0	1.0	151
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	0	1.0	1.0	152
KEGG_PENTOSE_PHOSPHATE_PATHWAY	0	1.0	1.0	153
KEGG_PHENYLALANINE_METABOLISM	0	1.0	1.0	154
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	0	1.0	1.0	155
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	0	1.0	1.0	156
KEGG_PRIMARY_IMMUNODEFICIENCY	0	1.0	1.0	157
KEGG_PROPANOATE_METABOLISM	0	1.0	1.0	158
KEGG_PROTEIN_EXPORT	0	1.0	1.0	159
KEGG_PYRIMIDINE_METABOLISM	0	1.0	1.0	160
KEGG_PYRUVATE_METABOLISM	0	1.0	1.0	161
KEGG_REGULATION_OF_AUTOPHAGY	0	1.0	1.0	162
KEGG_RENAL_CELL_CARCINOMA	0	1.0	1.0	163
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	0	1.0	1.0	164
KEGG_RNA_DEGRADATION	0	1.0	1.0	165
KEGG_RNA_POLYMERASE	0	1.0	1.0	166
KEGG_SELENOAMINO_ACID_METABOLISM	0	1.0	1.0	167
KEGG_SMALL_CELL_LUNG_CANCER	0	1.0	1.0	168
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	0	1.0	1.0	169
KEGG_SPHINGOLIPID_METABOLISM	0	1.0	1.0	170
KEGG_STEROID_BIOSYNTHESIS	0	1.0	1.0	171
KEGG_STEROID_HORMONE_BIOSYNTHESIS	0	1.0	1.0	172
KEGG_THYROID_CANCER	0	1.0	1.0	173
KEGG_TRYPTOPHAN_METABOLISM	0	1.0	1.0	174
KEGG_TYPE_II_DIABETES_MELLITUS	0	1.0	1.0	175
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	0	1.0	1.0	176
