Pathway	p-value	Combined score	Rank
KEGG_HOMOLOGOUS_RECOMBINATION	1.0	0.0	111
KEGG_HISTIDINE_METABOLISM	1.0	0.0	112
KEGG_HEMATOPOIETIC_CELL_LINEAGE	1.0	0.0	113
KEGG_GRAFT_VERSUS_HOST_DISEASE	1.0	0.0	114
KEGG_GNRH_SIGNALING_PATHWAY	1.0	0.0	115
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	1.0	0.0	116
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	1.0	0.0	117
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	1.0	0.0	118
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	1.0	0.0	119
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	1.0	0.0	120
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	1.0	0.0	121
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	1.0	0.0	122
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	1.0	0.0	123
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	1.0	0.0	124
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	1.0	0.0	125
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	1.0	0.0	126
KEGG_GLYCEROLIPID_METABOLISM	1.0	0.0	127
KEGG_GLUTATHIONE_METABOLISM	1.0	0.0	128
KEGG_GLIOMA	1.0	0.0	129
KEGG_GAP_JUNCTION	1.0	0.0	130
KEGG_GALACTOSE_METABOLISM	1.0	0.0	131
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	1.0	0.0	132
KEGG_FOCAL_ADHESION	1.0	0.0	133
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	1.0	0.0	134
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	1.0	0.0	135
KEGG_FATTY_ACID_METABOLISM	1.0	0.0	136
KEGG_ETHER_LIPID_METABOLISM	1.0	0.0	137
KEGG_ERBB_SIGNALING_PATHWAY	1.0	0.0	138
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	1.0	0.0	139
KEGG_ENDOMETRIAL_CANCER	1.0	0.0	140
KEGG_ECM_RECEPTOR_INTERACTION	1.0	0.0	141
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	1.0	0.0	142
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	1.0	0.0	143
KEGG_DORSO_VENTRAL_AXIS_FORMATION	1.0	0.0	144
KEGG_DNA_REPLICATION	1.0	0.0	145
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	1.0	0.0	146
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	1.0	0.0	147
KEGG_COLORECTAL_CANCER	1.0	0.0	148
KEGG_CITRATE_CYCLE_TCA_CYCLE	1.0	0.0	149
KEGG_CHRONIC_MYELOID_LEUKEMIA	1.0	0.0	150
KEGG_CHEMOKINE_SIGNALING_PATHWAY	1.0	0.0	151
KEGG_CELL_CYCLE	1.0	0.0	152
KEGG_CELL_ADHESION_MOLECULES_CAMS	1.0	0.0	153
KEGG_CALCIUM_SIGNALING_PATHWAY	1.0	0.0	154
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	1.0	0.0	155
KEGG_BLADDER_CANCER	1.0	0.0	156
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	1.0	0.0	157
KEGG_BASE_EXCISION_REPAIR	1.0	0.0	158
KEGG_BASAL_TRANSCRIPTION_FACTORS	1.0	0.0	159
KEGG_AXON_GUIDANCE	1.0	0.0	160
KEGG_AUTOIMMUNE_THYROID_DISEASE	1.0	0.0	161
KEGG_ASTHMA	1.0	0.0	162
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	1.0	0.0	163
KEGG_ARGININE_AND_PROLINE_METABOLISM	1.0	0.0	164
KEGG_ARACHIDONIC_ACID_METABOLISM	1.0	0.0	165
KEGG_APOPTOSIS	1.0	0.0	166
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	1.0	0.0	167
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	1.0	0.0	168
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	1.0	0.0	169
KEGG_ALZHEIMERS_DISEASE	1.0	0.0	170
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	1.0	0.0	171
KEGG_ALLOGRAFT_REJECTION	1.0	0.0	172
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	1.0	0.0	173
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	1.0	0.0	174
KEGG_ADHERENS_JUNCTION	1.0	0.0	175
KEGG_ACUTE_MYELOID_LEUKEMIA	1.0	0.0	176
