Pathway	PET rank	PET p-value	PET FDR	Average rank	Enrichr rank	Enrichr p-value	Fisher exact test rank	Fisher exact test p-value	GSEA rank	GSEA p-value
KEGG_BETA_ALANINE_METABOLISM	32	0.009317112404671273	0.0409952945805536	43.666666666666664	20	0.07888476639008075	20	0.07888476639008075	91	0.1056701
KEGG_O_GLYCAN_BIOSYNTHESIS	33	0.011513372749132533	0.04942325863042258	47.0	38	0.10600808994733664	25	0.10600808994733664	78	0.07481297
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	34	0.0	0.0	47.0	55	0.26796871063291494	48	0.26796871063291494	38	0.0
KEGG_LYSOSOME	35	0.0	0.0	47.333333333333336	54	0.36148583520362737	54	0.36148583520362737	34	0.0
KEGG_ENDOCYTOSIS	36	0.0023851955684589896	0.011345795136453571	50.0	42	0.14663900248658895	34	0.14663900248658895	74	0.0026666666
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	37	0.0	0.0	50.333333333333336	59	0.6277824465433957	59	0.6277824465433957	33	0.0
KEGG_PRIMARY_IMMUNODEFICIENCY	38	0.0185158986261123	0.0740635945044492	51.0	32	0.11927023638727523	28	0.11927023638727523	93	0.1047836
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	39	0.01913801228545646	0.07485089249422971	51.0	25	0.10600808994733664	25	0.10600808994733664	103	0.13729978
KEGG_TYROSINE_METABOLISM	40	0.022284402670542082	0.08526206239163928	51.333333333333336	34	0.14200964902135554	33	0.14200964902135554	87	0.090692125
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	41	0.01761441582118411	0.0720962135936838	51.333333333333336	19	0.07888476639008075	20	0.07888476639008075	115	0.20554273
KEGG_HUNTINGTONS_DISEASE	42	0.0	0.0	52.333333333333336	56	0.4899747488206908	58	0.4899747488206908	43	0.0
KEGG_GLYCEROLIPID_METABOLISM	43	0.013466679946219232	0.05643180167939488	52.666666666666664	58	0.16728302279693283	38	0.16728302279693283	62	0.028571429
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	44	0.0	0.0	53.666666666666664	48	0.34942531290522044	53	0.34942531290522044	60	0.0
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	45	0.005167909413259337	0.023935580440359035	56.666666666666664	22	0.03289804683252921	19	0.03289804683252921	129	0.22302158
KEGG_THYROID_CANCER	46	0.03471745538914074	0.1272973364268494	57.0	23	0.10266162300970842	24	0.10266162300970842	124	0.27039626
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	47	0.04688804787946355	0.16467157743920752	57.333333333333336	46	0.33215887358900786	50	0.33215887358900786	76	0.020942409
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	48	0.023655871397899195	0.08858368863894167	57.666666666666664	21	0.07888476639008075	20	0.07888476639008075	132	0.27083334
KEGG_TGF_BETA_SIGNALING_PATHWAY	49	0.047717332098861275	0.16467157743920752	59.333333333333336	45	0.2666866909786935	47	0.2666866909786935	86	0.05026455
KEGG_PROSTATE_CANCER	50	0.05609409564558437	0.1898569391081317	62.333333333333336	41	0.28296003633320327	49	0.28296003633320327	97	0.054455444
KEGG_INOSITOL_PHOSPHATE_METABOLISM	51	0.04605741314691885	0.16467157743920752	64.0	37	0.1827012820145786	41	0.1827012820145786	114	0.13411765
KEGG_TYPE_II_DIABETES_MELLITUS	52	0.0660362812913564	0.21929029259016464	64.66666666666667	28	0.16103499242236424	36	0.16103499242236424	130	0.265
KEGG_JAK_STAT_SIGNALING_PATHWAY	53	0.08046651323418891	0.2622612283188379	65.0	53	0.43990350010614987	57	0.43990350010614987	85	0.016759777
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	54	0.08493977984241413	0.27180729549572524	69.0	49	0.3469861456620631	52	0.3469861456620631	106	0.05586592
KEGG_PATHWAYS_IN_CANCER	55	0.0	0.0	69.33333333333333	57	0.34184991570828244	51	0.34184991570828244	100	0.0
KEGG_BASE_EXCISION_REPAIR	56	0.10193641563103972	0.3203715919832677	70.33333333333333	27	0.12255507065406898	30	0.12255507065406898	154	0.5492958
KEGG_AXON_GUIDANCE	57	0.12614548887442456	0.3827863110672194	73.0	51	0.38263686301802663	55	0.38263686301802663	113	0.082914576
KEGG_NOTCH_SIGNALING_PATHWAY	58	0.1222745048569247	0.37754934833015347	74.0	33	0.16103499242236424	36	0.16103499242236424	153	0.48598132
KEGG_GLYCEROPHOSPHOLIPID_METABOLISM	59	0.1402305238141035	0.41831478290308843	79.33333333333333	52	0.24723614356416193	45	0.24723614356416193	141	0.3075
KEGG_PARKINSONS_DISEASE	60	1.0	1.0	82.66666666666667	176	1.0	60	1.0	12	0.0
KEGG_OXIDATIVE_PHOSPHORYLATION	61	1.0	1.0	83.0	176	1.0	60	1.0	13	0.0
KEGG_CITRATE_CYCLE_TCA_CYCLE	62	1.0	1.0	85.66666666666667	176	1.0	60	1.0	21	0.0
KEGG_PYRUVATE_METABOLISM	63	1.0	1.0	86.0	176	1.0	60	1.0	22	0.0024390244
KEGG_ALZHEIMERS_DISEASE	64	1.0	1.0	87.0	176	1.0	60	1.0	25	0.0
KEGG_APOPTOSIS	65	1.0	1.0	88.0	176	1.0	60	1.0	28	0.0
KEGG_ARGININE_AND_PROLINE_METABOLISM	66	1.0	1.0	89.0	176	1.0	60	1.0	31	0.0
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	67	1.0	1.0	90.66666666666667	176	1.0	60	1.0	36	0.0
KEGG_ASCORBATE_AND_ALDARATE_METABOLISM	68	1.0	1.0	91.0	176	1.0	60	1.0	37	0.0023094688
KEGG_TRYPTOPHAN_METABOLISM	69	1.0	1.0	91.66666666666667	176	1.0	60	1.0	39	0.002415459
KEGG_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS	70	1.0	1.0	92.0	176	1.0	60	1.0	40	0.0
KEGG_CHEMOKINE_SIGNALING_PATHWAY	71	1.0	1.0	92.33333333333333	176	1.0	60	1.0	41	0.0
KEGG_PRIMARY_BILE_ACID_BIOSYNTHESIS	72	1.0	1.0	93.66666666666667	176	1.0	60	1.0	45	0.00243309
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	73	1.0	1.0	94.0	176	1.0	60	1.0	46	0.0
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	74	1.0	1.0	94.33333333333333	176	1.0	60	1.0	47	0.01173709
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	75	1.0	1.0	94.66666666666667	176	1.0	60	1.0	48	0.002739726
KEGG_STARCH_AND_SUCROSE_METABOLISM	76	1.0	1.0	95.0	176	1.0	60	1.0	49	0.0071770335
KEGG_STEROID_HORMONE_BIOSYNTHESIS	77	1.0	1.0	95.33333333333333	176	1.0	60	1.0	50	0.0022727272
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	78	1.0	1.0	96.0	176	1.0	60	1.0	52	0.0
KEGG_EPITHELIAL_CELL_SIGNALING_IN_HELICOBACTER_PYLORI_INFECTION	79	1.0	1.0	96.33333333333333	176	1.0	60	1.0	53	0.009708738
KEGG_RIBOFLAVIN_METABOLISM	80	1.0	1.0	96.66666666666667	176	1.0	60	1.0	54	0.02183406
KEGG_CALCIUM_SIGNALING_PATHWAY	81	1.0	1.0	97.0	176	1.0	60	1.0	55	0.0
KEGG_GALACTOSE_METABOLISM	82	1.0	1.0	97.33333333333333	176	1.0	60	1.0	56	0.018823529
KEGG_OTHER_GLYCAN_DEGRADATION	83	1.0	1.0	98.0	176	1.0	60	1.0	58	0.05172414
KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM	84	1.0	1.0	98.33333333333333	176	1.0	60	1.0	59	0.026506023
KEGG_OOCYTE_MEIOSIS	85	1.0	1.0	99.0	176	1.0	60	1.0	61	0.007246377
KEGG_ARACHIDONIC_ACID_METABOLISM	86	1.0	1.0	99.66666666666667	176	1.0	60	1.0	63	0.005063291
KEGG_HISTIDINE_METABOLISM	87	1.0	1.0	100.0	176	1.0	60	1.0	64	0.02278481
KEGG_ACUTE_MYELOID_LEUKEMIA	88	1.0	1.0	100.33333333333333	176	1.0	60	1.0	65	0.012254902
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	89	1.0	1.0	101.0	176	1.0	60	1.0	67	0.046116505
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	90	1.0	1.0	101.33333333333333	176	1.0	60	1.0	68	0.012077294
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	91	1.0	1.0	101.66666666666667	176	1.0	60	1.0	69	0.06392694
KEGG_STEROID_BIOSYNTHESIS	92	1.0	1.0	102.0	176	1.0	60	1.0	70	0.040380046
KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION	93	1.0	1.0	102.33333333333333	176	1.0	60	1.0	71	0.010840109
KEGG_COLORECTAL_CANCER	94	1.0	1.0	102.66666666666667	176	1.0	60	1.0	72	0.02110818
KEGG_GAP_JUNCTION	95	1.0	1.0	103.0	176	1.0	60	1.0	73	0.0050890585
KEGG_LONG_TERM_POTENTIATION	96	1.0	1.0	103.66666666666667	176	1.0	60	1.0	75	0.026960785
KEGG_REGULATION_OF_ACTIN_CYTOSKELETON	97	1.0	1.0	104.33333333333333	176	1.0	60	1.0	77	0.002754821
KEGG_SNARE_INTERACTIONS_IN_VESICULAR_TRANSPORT	98	1.0	1.0	105.0	176	1.0	60	1.0	79	0.062801935
KEGG_PURINE_METABOLISM	99	1.0	1.0	105.33333333333333	176	1.0	60	1.0	80	0.0028169013
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	100	1.0	1.0	105.66666666666667	176	1.0	60	1.0	81	0.028708134
KEGG_ETHER_LIPID_METABOLISM	101	1.0	1.0	106.0	176	1.0	60	1.0	82	0.06712963
KEGG_MAPK_SIGNALING_PATHWAY	102	1.0	1.0	106.33333333333333	176	1.0	60	1.0	83	0.0033112583
KEGG_PYRIMIDINE_METABOLISM	103	1.0	1.0	106.66666666666667	176	1.0	60	1.0	84	0.024570024
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	104	1.0	1.0	108.0	176	1.0	60	1.0	88	0.03233831
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	105	1.0	1.0	108.33333333333333	176	1.0	60	1.0	89	0.13274336
KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS	106	1.0	1.0	108.66666666666667	176	1.0	60	1.0	90	0.0990099
KEGG_GLIOMA	107	1.0	1.0	109.33333333333333	176	1.0	60	1.0	92	0.06410257
KEGG_ABC_TRANSPORTERS	108	1.0	1.0	110.0	176	1.0	60	1.0	94	0.09026128
KEGG_CHRONIC_MYELOID_LEUKEMIA	109	1.0	1.0	110.33333333333333	176	1.0	60	1.0	95	0.053984575
KEGG_PHENYLALANINE_METABOLISM	110	1.0	1.0	110.66666666666667	176	1.0	60	1.0	96	0.12962963
KEGG_MELANOGENESIS	111	1.0	1.0	111.33333333333333	176	1.0	60	1.0	98	0.03875969
KEGG_REGULATION_OF_AUTOPHAGY	112	1.0	1.0	111.66666666666667	176	1.0	60	1.0	99	0.09879518
KEGG_FOCAL_ADHESION	113	1.0	1.0	112.33333333333333	176	1.0	60	1.0	101	0.016949153
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	114	1.0	1.0	112.66666666666667	176	1.0	60	1.0	102	0.10514019
KEGG_PANTOTHENATE_AND_COA_BIOSYNTHESIS	115	1.0	1.0	113.33333333333333	176	1.0	60	1.0	104	0.17090069
KEGG_LONG_TERM_DEPRESSION	116	1.0	1.0	113.66666666666667	176	1.0	60	1.0	105	0.10705596
KEGG_DORSO_VENTRAL_AXIS_FORMATION	117	1.0	1.0	114.33333333333333	176	1.0	60	1.0	107	0.16666667
KEGG_NITROGEN_METABOLISM	118	1.0	1.0	114.66666666666667	176	1.0	60	1.0	108	0.1626898
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	119	1.0	1.0	115.0	176	1.0	60	1.0	109	0.09848485
KEGG_P53_SIGNALING_PATHWAY	120	1.0	1.0	115.33333333333333	176	1.0	60	1.0	110	0.10789473
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	121	1.0	1.0	115.66666666666667	176	1.0	60	1.0	111	0.15496369
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	122	1.0	1.0	116.0	176	1.0	60	1.0	112	0.10046729
KEGG_ERBB_SIGNALING_PATHWAY	123	1.0	1.0	117.33333333333333	176	1.0	60	1.0	116	0.10209424
KEGG_VEGF_SIGNALING_PATHWAY	124	1.0	1.0	117.66666666666667	176	1.0	60	1.0	117	0.14252874
KEGG_WNT_SIGNALING_PATHWAY	125	1.0	1.0	118.0	176	1.0	60	1.0	118	0.09836066
KEGG_TIGHT_JUNCTION	126	1.0	1.0	118.33333333333333	176	1.0	60	1.0	119	0.12793733
KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION	127	1.0	1.0	118.66666666666667	176	1.0	60	1.0	120	0.19565217
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	128	1.0	1.0	119.0	176	1.0	60	1.0	121	0.18377088
KEGG_ECM_RECEPTOR_INTERACTION	129	1.0	1.0	119.33333333333333	176	1.0	60	1.0	122	0.14441417
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	130	1.0	1.0	119.66666666666667	176	1.0	60	1.0	123	0.16049382
KEGG_GNRH_SIGNALING_PATHWAY	131	1.0	1.0	120.33333333333333	176	1.0	60	1.0	125	0.18233618
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	132	1.0	1.0	120.66666666666667	176	1.0	60	1.0	126	0.160221
KEGG_MELANOMA	133	1.0	1.0	121.0	176	1.0	60	1.0	127	0.19023137
KEGG_PENTOSE_PHOSPHATE_PATHWAY	134	1.0	1.0	121.33333333333333	176	1.0	60	1.0	128	0.25458714
KEGG_CARDIAC_MUSCLE_CONTRACTION	135	1.0	1.0	122.33333333333333	176	1.0	60	1.0	131	0.2452381
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	136	1.0	1.0	123.0	176	1.0	60	1.0	133	0.25536993
KEGG_DILATED_CARDIOMYOPATHY	137	1.0	1.0	123.33333333333333	176	1.0	60	1.0	134	0.24096386
KEGG_PANCREATIC_CANCER	138	1.0	1.0	123.66666666666667	176	1.0	60	1.0	135	0.27154046
KEGG_SELENOAMINO_ACID_METABOLISM	139	1.0	1.0	124.0	176	1.0	60	1.0	136	0.3160494
KEGG_RENIN_ANGIOTENSIN_SYSTEM	140	1.0	1.0	124.33333333333333	176	1.0	60	1.0	137	0.29032257
KEGG_TASTE_TRANSDUCTION	141	1.0	1.0	124.66666666666667	176	1.0	60	1.0	138	0.31025642
KEGG_VIBRIO_CHOLERAE_INFECTION	142	1.0	1.0	125.0	176	1.0	60	1.0	139	0.31670824
KEGG_HEDGEHOG_SIGNALING_PATHWAY	143	1.0	1.0	125.33333333333333	176	1.0	60	1.0	140	0.30133334
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_LACTO_AND_NEOLACTO_SERIES	144	1.0	1.0	126.0	176	1.0	60	1.0	142	0.36622807
KEGG_RENAL_CELL_CARCINOMA	145	1.0	1.0	126.33333333333333	176	1.0	60	1.0	143	0.34793815
KEGG_LYSINE_DEGRADATION	146	1.0	1.0	126.66666666666667	176	1.0	60	1.0	144	0.34834123
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	147	1.0	1.0	127.0	176	1.0	60	1.0	145	0.39058822
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	148	1.0	1.0	127.33333333333333	176	1.0	60	1.0	146	0.43636364
KEGG_OLFACTORY_TRANSDUCTION	149	1.0	1.0	127.66666666666667	176	1.0	60	1.0	147	0.33114755
KEGG_ENDOMETRIAL_CANCER	150	1.0	1.0	128.0	176	1.0	60	1.0	148	0.40931374
KEGG_NON_SMALL_CELL_LUNG_CANCER	151	1.0	1.0	128.33333333333334	176	1.0	60	1.0	149	0.4387755
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	152	1.0	1.0	128.66666666666666	176	1.0	60	1.0	150	0.43982494
KEGG_SMALL_CELL_LUNG_CANCER	153	1.0	1.0	129.0	176	1.0	60	1.0	151	0.43980345
KEGG_ONE_CARBON_POOL_BY_FOLATE	154	1.0	1.0	129.33333333333334	176	1.0	60	1.0	152	0.47331786
KEGG_CELL_CYCLE	155	1.0	1.0	130.33333333333334	176	1.0	60	1.0	155	0.65847
KEGG_BLADDER_CANCER	156	1.0	1.0	130.66666666666666	176	1.0	60	1.0	156	0.594132
KEGG_BASAL_CELL_CARCINOMA	157	1.0	1.0	131.0	176	1.0	60	1.0	157	0.6467662
KEGG_ALPHA_LINOLENIC_ACID_METABOLISM	158	1.0	1.0	131.33333333333334	176	1.0	60	1.0	158	0.6438356
KEGG_N_GLYCAN_BIOSYNTHESIS	159	1.0	1.0	131.66666666666666	176	1.0	60	1.0	159	0.74523807
KEGG_BASAL_TRANSCRIPTION_FACTORS	160	1.0	1.0	132.0	176	1.0	60	1.0	160	0.7635135
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	161	1.0	1.0	132.33333333333334	176	1.0	60	1.0	161	0.7598152
KEGG_AMINOACYL_TRNA_BIOSYNTHESIS	162	1.0	1.0	132.66666666666666	176	1.0	60	1.0	162	0.71670705
KEGG_NUCLEOTIDE_EXCISION_REPAIR	163	1.0	1.0	133.0	176	1.0	60	1.0	163	0.79006773
KEGG_LINOLEIC_ACID_METABOLISM	164	1.0	1.0	133.33333333333334	176	1.0	60	1.0	164	0.8440594
KEGG_DNA_REPLICATION	165	1.0	1.0	133.66666666666666	176	1.0	60	1.0	165	0.85583526
KEGG_MTOR_SIGNALING_PATHWAY	166	1.0	1.0	134.0	176	1.0	60	1.0	166	0.90640396
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION	167	1.0	1.0	134.33333333333334	176	1.0	60	1.0	167	0.9201878
KEGG_RNA_POLYMERASE	168	1.0	1.0	134.66666666666666	176	1.0	60	1.0	168	0.8680556
KEGG_RNA_DEGRADATION	169	1.0	1.0	135.0	176	1.0	60	1.0	169	0.9084629
KEGG_ADHERENS_JUNCTION	170	1.0	1.0	135.33333333333334	176	1.0	60	1.0	170	0.9023179
KEGG_PROTEIN_EXPORT	171	1.0	1.0	135.66666666666666	176	1.0	60	1.0	171	0.6994633
KEGG_MISMATCH_REPAIR	172	1.0	1.0	136.0	176	1.0	60	1.0	172	0.5969125
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	173	1.0	1.0	136.33333333333334	176	1.0	60	1.0	173	0.56790125
KEGG_MATURITY_ONSET_DIABETES_OF_THE_YOUNG	174	1.0	1.0	136.66666666666666	176	1.0	60	1.0	174	0.4122807
KEGG_SPLICEOSOME	175	1.0	1.0	137.0	176	1.0	60	1.0	175	0.20700637
KEGG_HOMOLOGOUS_RECOMBINATION	176	1.0	1.0	137.33333333333334	176	1.0	60	1.0	176	0.081911266
